station_id,date,pollutant,value
3,2017-05-11,NO2,69.0
3,2017-05-11,CO_8h,0.8
4,2017-05-11,NO2,70.0
4,2017-05-11,CO_8h,1.1
4,2017-05-11,C6H6,
5,2017-05-11,NO2,
5,2017-05-11,O3,77.0
2,2017-05-11,SO2,2.5
2,2017-05-11,PM10,18.0
2,2017-05-11,PM25,14.0
2,2017-05-11,NO2,23.0
2,2017-05-11,O3,89.0
2,2017-05-11,C6H6,0.5
6,2017-05-11,PM10,26.0
6,2017-05-11,PM25,14.0
6,2017-05-11,NO2,54.0
6,2017-05-11,CO_8h,1.3
6,2017-05-11,C6H6,1.1
7,2017-05-11,PM10,20.0
7,2017-05-11,NO2,40.0
7,2017-05-11,O3,83.0
8,2017-05-11,NO2,52.0
8,2017-05-11,CO_8h,0.8
8,2017-05-11,C6H6,0.5
1,2017-05-12,NO2,62.0
3,2017-05-12,NO2,135.0
3,2017-05-12,CO_8h,1.1
4,2017-05-12,NO2,96.0
4,2017-05-12,CO_8h,1.1
4,2017-05-12,C6H6,
5,2017-05-12,NO2,
5,2017-05-12,O3,59.0
2,2017-05-12,SO2,
2,2017-05-12,PM10,25.0
2,2017-05-12,PM25,19.0
2,2017-05-12,NO2,42.0
2,2017-05-12,O3,71.0
2,2017-05-12,C6H6,0.5
6,2017-05-12,PM10,29.0
6,2017-05-12,PM25,17.0
6,2017-05-12,NO2,96.0
6,2017-05-12,CO_8h,1.4
6,2017-05-12,C6H6,1.1
7,2017-05-12,PM10,24.0
7,2017-05-12,NO2,70.0
7,2017-05-12,O3,65.0
8,2017-05-12,NO2,75.0
8,2017-05-12,CO_8h,0.8
8,2017-05-12,C6H6,0.5
1,2017-05-15,NO2,24.0
3,2017-05-15,NO2,44.0
3,2017-05-15,CO_8h,0.6
4,2017-05-15,NO2,40.0
4,2017-05-15,CO_8h,0.7
4,2017-05-15,C6H6,
5,2017-05-15,NO2,
5,2017-05-15,O3,74.0
2,2017-05-15,SO2,2.5
2,2017-05-15,PM10,17.0
2,2017-05-15,PM25,9.0
2,2017-05-15,NO2,18.0
2,2017-05-15,O3,
2,2017-05-15,C6H6,0.5
6,2017-05-15,PM10,20.0
6,2017-05-15,PM25,14.0
6,2017-05-15,NO2,39.0
6,2017-05-15,CO_8h,1.2
6,2017-05-15,C6H6,0.5
7,2017-05-15,PM10,20.0
7,2017-05-15,NO2,20.0
7,2017-05-15,O3,86.0
8,2017-05-15,NO2,41.0
8,2017-05-15,CO_8h,0.7
8,2017-05-15,C6H6,0.5
1,2017-05-16,NO2,35.0
3,2017-05-16,NO2,83.0
3,2017-05-16,CO_8h,0.8
4,2017-05-16,NO2,73.0
4,2017-05-16,CO_8h,1.0
4,2017-05-16,C6H6,
5,2017-05-16,NO2,
5,2017-05-16,O3,80.0
2,2017-05-16,SO2,
2,2017-05-16,PM10,16.0
2,2017-05-16,PM25,11.0
2,2017-05-16,NO2,30.0
2,2017-05-16,O3,
2,2017-05-16,C6H6,0.5
6,2017-05-16,PM10,16.0
6,2017-05-16,PM25,4.0
6,2017-05-16,NO2,59.0
6,2017-05-16,CO_8h,1.3
6,2017-05-16,C6H6,1.0
7,2017-05-16,PM10,18.0
7,2017-05-16,NO2,40.0
7,2017-05-16,O3,90.0
8,2017-05-16,NO2,
8,2017-05-16,CO_8h,
8,2017-05-16,C6H6,0.5
1,2017-05-17,NO2,47.0
3,2017-05-17,NO2,142.0
3,2017-05-17,CO_8h,1.0
4,2017-05-17,NO2,89.0
4,2017-05-17,CO_8h,0.7
4,2017-05-17,C6H6,
5,2017-05-17,NO2,58.0
5,2017-05-17,O3,95.0
2,2017-05-17,SO2,
2,2017-05-17,PM10,19.0
2,2017-05-17,PM25,11.0
2,2017-05-17,NO2,44.0
2,2017-05-17,O3,
2,2017-05-17,C6H6,0.5
6,2017-05-17,PM10,16.0
6,2017-05-17,PM25,8.0
6,2017-05-17,NO2,72.0
6,2017-05-17,CO_8h,1.4
6,2017-05-17,C6H6,1.1
7,2017-05-17,PM10,17.0
7,2017-05-17,NO2,55.0
7,2017-05-17,O3,99.0
8,2017-05-17,NO2,
8,2017-05-17,CO_8h,
8,2017-05-17,C6H6,0.5
1,2017-05-18,NO2,56.0
3,2017-05-18,NO2,121.0
3,2017-05-18,CO_8h,1.0
4,2017-05-18,NO2,104.0
4,2017-05-18,CO_8h,0.8
4,2017-05-18,C6H6,
5,2017-05-18,NO2,69.0
5,2017-05-18,O3,106.0
2,2017-05-18,SO2,2.5
2,2017-05-18,PM10,24.0
2,2017-05-18,PM25,17.0
2,2017-05-18,NO2,59.0
2,2017-05-18,O3,
2,2017-05-18,C6H6,0.5
6,2017-05-18,PM10,26.0
6,2017-05-18,PM25,13.0
6,2017-05-18,NO2,88.0
6,2017-05-18,CO_8h,1.4
6,2017-05-18,C6H6,1.1
7,2017-05-18,PM10,26.0
7,2017-05-18,NO2,77.0
7,2017-05-18,O3,116.0
8,2017-05-18,NO2,
8,2017-05-18,CO_8h,
8,2017-05-18,C6H6,
1,2017-05-19,NO2,35.0
3,2017-05-19,NO2,116.0
3,2017-05-19,CO_8h,0.8
4,2017-05-19,NO2,109.0
4,2017-05-19,CO_8h,0.9
4,2017-05-19,C6H6,
5,2017-05-19,NO2,45.0
5,2017-05-19,O3,83.0
2,2017-05-19,SO2,2.5
2,2017-05-19,PM10,25.0
2,2017-05-19,PM25,16.0
2,2017-05-19,NO2,37.0
2,2017-05-19,O3,
2,2017-05-19,C6H6,0.5
6,2017-05-19,PM10,24.0
6,2017-05-19,PM25,11.0
6,2017-05-19,NO2,77.0
6,2017-05-19,CO_8h,1.4
6,2017-05-19,C6H6,
7,2017-05-19,PM10,27.0
7,2017-05-19,NO2,64.0
7,2017-05-19,O3,92.0
8,2017-05-19,NO2,
8,2017-05-19,CO_8h,
8,2017-05-19,C6H6,
1,2017-05-22,NO2,52.0
3,2017-05-22,NO2,153.0
3,2017-05-22,CO_8h,0.9
4,2017-05-22,NO2,130.0
4,2017-05-22,CO_8h,0.7
4,2017-05-22,C6H6,1.6
5,2017-05-22,NO2,59.0
5,2017-05-22,O3,88.0
2,2017-05-22,SO2,5.0
2,2017-05-22,PM10,12.0
2,2017-05-22,PM25,9.0
2,2017-05-22,NO2,93.0
2,2017-05-22,O3,102.0
2,2017-05-22,C6H6,0.5
6,2017-05-22,PM10,16.0
6,2017-05-22,PM25,7.0
6,2017-05-22,NO2,78.0
6,2017-05-22,CO_8h,1.2
6,2017-05-22,C6H6,
7,2017-05-22,PM10,13.0
7,2017-05-22,NO2,58.0
7,2017-05-22,O3,95.0
8,2017-05-22,NO2,
8,2017-05-22,CO_8h,
8,2017-05-22,C6H6,
1,2017-05-23,NO2,67.0
3,2017-05-23,NO2,122.0
3,2017-05-23,CO_8h,1.0
4,2017-05-23,NO2,106.0
4,2017-05-23,CO_8h,0.8
4,2017-05-23,C6H6,1.8
5,2017-05-23,NO2,72.0
5,2017-05-23,O3,98.0
2,2017-05-23,SO2,7.0
2,2017-05-23,PM10,17.0
2,2017-05-23,PM25,13.0
2,2017-05-23,NO2,98.0
2,2017-05-23,O3,113.0
2,2017-05-23,C6H6,0.5
6,2017-05-23,PM10,20.0
6,2017-05-23,PM25,12.0
6,2017-05-23,NO2,86.0
6,2017-05-23,CO_8h,1.4
6,2017-05-23,C6H6,
7,2017-05-23,PM10,19.0
7,2017-05-23,NO2,71.0
7,2017-05-23,O3,112.0
8,2017-05-23,NO2,
8,2017-05-23,CO_8h,
8,2017-05-23,C6H6,
1,2017-05-24,NO2,56.0
3,2017-05-24,NO2,103.0
3,2017-05-24,CO_8h,0.8
4,2017-05-24,NO2,95.0
4,2017-05-24,CO_8h,0.7
4,2017-05-24,C6H6,1.5
5,2017-05-24,NO2,64.0
5,2017-05-24,O3,101.0
2,2017-05-24,SO2,9.0
2,2017-05-24,PM10,20.0
2,2017-05-24,PM25,14.0
2,2017-05-24,NO2,80.0
2,2017-05-24,O3,112.0
2,2017-05-24,C6H6,0.5
6,2017-05-24,PM10,20.0
6,2017-05-24,PM25,7.0
6,2017-05-24,NO2,60.0
6,2017-05-24,CO_8h,1.4
6,2017-05-24,C6H6,
7,2017-05-24,PM10,22.0
7,2017-05-24,NO2,52.0
7,2017-05-24,O3,112.0
8,2017-05-24,NO2,
8,2017-05-24,CO_8h,
8,2017-05-24,C6H6,
1,2017-05-25,NO2,60.0
3,2017-05-25,NO2,130.0
3,2017-05-25,CO_8h,0.9
4,2017-05-25,NO2,108.0
4,2017-05-25,CO_8h,0.9
4,2017-05-25,C6H6,2.0
5,2017-05-25,NO2,54.0
5,2017-05-25,O3,93.0
2,2017-05-25,SO2,7.0
2,2017-05-25,PM10,23.0
2,2017-05-25,PM25,16.0
2,2017-05-25,NO2,78.0
2,2017-05-25,O3,107.0
2,2017-05-25,C6H6,1.1
6,2017-05-25,PM10,25.0
6,2017-05-25,PM25,13.0
6,2017-05-25,NO2,90.0
6,2017-05-25,CO_8h,1.4
6,2017-05-25,C6H6,
7,2017-05-25,PM10,30.0
7,2017-05-25,NO2,67.0
7,2017-05-25,O3,103.0
8,2017-05-25,NO2,103.0
8,2017-05-25,CO_8h,1.6
8,2017-05-25,C6H6,
1,2017-05-26,NO2,24.0
3,2017-05-26,NO2,81.0
3,2017-05-26,CO_8h,0.9
4,2017-05-26,NO2,80.0
4,2017-05-26,CO_8h,1.0
4,2017-05-26,C6H6,1.9
5,2017-05-26,NO2,17.0
5,2017-05-26,O3,87.0
2,2017-05-26,SO2,2.5
2,2017-05-26,PM10,24.0
2,2017-05-26,PM25,16.0
2,2017-05-26,NO2,22.0
2,2017-05-26,O3,113.0
2,2017-05-26,C6H6,0.5
6,2017-05-26,PM10,35.0
6,2017-05-26,PM25,17.0
6,2017-05-26,NO2,48.0
6,2017-05-26,CO_8h,1.4
6,2017-05-26,C6H6,
7,2017-05-26,PM10,33.0
7,2017-05-26,NO2,35.0
7,2017-05-26,O3,98.0
8,2017-05-26,NO2,65.0
8,2017-05-26,CO_8h,0.7
8,2017-05-26,C6H6,
1,2017-05-29,NO2,44.0
3,2017-05-29,NO2,89.0
3,2017-05-29,CO_8h,1.1
4,2017-05-29,NO2,83.0
4,2017-05-29,CO_8h,0.8
4,2017-05-29,C6H6,1.3
5,2017-05-29,NO2,34.0
5,2017-05-29,O3,165.0
2,2017-05-29,SO2,5.0
2,2017-05-29,PM10,22.0
2,2017-05-29,PM25,16.0
2,2017-05-29,NO2,42.0
2,2017-05-29,O3,132.0
2,2017-05-29,C6H6,0.5
6,2017-05-29,PM10,25.0
6,2017-05-29,PM25,13.0
6,2017-05-29,NO2,56.0
6,2017-05-29,CO_8h,0.7
6,2017-05-29,C6H6,
7,2017-05-29,PM10,25.0
7,2017-05-29,NO2,30.0
7,2017-05-29,O3,143.0
8,2017-05-29,NO2,114.0
8,2017-05-29,CO_8h,0.7
8,2017-05-29,C6H6,0.5
1,2017-05-30,NO2,54.0
3,2017-05-30,NO2,117.0
3,2017-05-30,CO_8h,0.8
4,2017-05-30,NO2,103.0
4,2017-05-30,CO_8h,0.8
4,2017-05-30,C6H6,1.5
5,2017-05-30,NO2,38.0
5,2017-05-30,O3,167.0
2,2017-05-30,SO2,5.0
2,2017-05-30,PM10,25.0
2,2017-05-30,PM25,17.0
2,2017-05-30,NO2,64.0
2,2017-05-30,O3,140.0
2,2017-05-30,C6H6,0.5
6,2017-05-30,PM10,29.0
6,2017-05-30,PM25,12.0
6,2017-05-30,NO2,78.0
6,2017-05-30,CO_8h,0.8
6,2017-05-30,C6H6,
7,2017-05-30,PM10,25.0
7,2017-05-30,NO2,68.0
7,2017-05-30,O3,144.0
8,2017-05-30,NO2,77.0
8,2017-05-30,CO_8h,0.7
8,2017-05-30,C6H6,0.5
1,2017-05-31,NO2,64.0
3,2017-05-31,NO2,95.0
3,2017-05-31,CO_8h,0.7
4,2017-05-31,NO2,77.0
4,2017-05-31,CO_8h,0.5
4,2017-05-31,C6H6,1.2
5,2017-05-31,NO2,66.0
5,2017-05-31,O3,166.0
2,2017-05-31,SO2,2.5
2,2017-05-31,PM10,25.0
2,2017-05-31,PM25,19.0
2,2017-05-31,NO2,74.0
2,2017-05-31,O3,130.0
2,2017-05-31,C6H6,0.5
6,2017-05-31,PM10,23.0
6,2017-05-31,PM25,10.0
6,2017-05-31,NO2,57.0
6,2017-05-31,CO_8h,0.7
6,2017-05-31,C6H6,
7,2017-05-31,PM10,24.0
7,2017-05-31,NO2,49.0
7,2017-05-31,O3,129.0
8,2017-05-31,NO2,81.0
8,2017-05-31,CO_8h,0.8
8,2017-05-31,C6H6,0.5
1,2017-06-01,NO2,47.0
3,2017-06-01,NO2,102.0
3,2017-06-01,CO_8h,0.7
4,2017-06-01,NO2,71.0
4,2017-06-01,CO_8h,0.5
4,2017-06-01,C6H6,0.5
5,2017-06-01,NO2,40.0
5,2017-06-01,O3,143.0
2,2017-06-01,SO2,2.5
2,2017-06-01,PM10,21.0
2,2017-06-01,PM25,14.0
2,2017-06-01,NO2,45.0
2,2017-06-01,O3,142.0
2,2017-06-01,C6H6,0.5
6,2017-06-01,PM10,19.0
6,2017-06-01,PM25,8.0
6,2017-06-01,NO2,67.0
6,2017-06-01,CO_8h,0.7
6,2017-06-01,C6H6,
7,2017-06-01,PM10,22.0
7,2017-06-01,NO2,38.0
7,2017-06-01,O3,113.0
8,2017-06-01,NO2,90.0
8,2017-06-01,CO_8h,0.7
8,2017-06-01,C6H6,0.5
1,2017-06-05,NO2,18.0
3,2017-06-05,NO2,45.0
3,2017-06-05,CO_8h,0.5
4,2017-06-05,NO2,38.0
4,2017-06-05,CO_8h,0.5
4,2017-06-05,C6H6,0.5
5,2017-06-05,NO2,20.0
5,2017-06-05,O3,111.0
2,2017-06-05,SO2,2.5
2,2017-06-05,PM10,15.0
2,2017-06-05,PM25,12.0
2,2017-06-05,NO2,19.0
2,2017-06-05,O3,130.0
2,2017-06-05,C6H6,0.5
6,2017-06-05,PM10,20.0
6,2017-06-05,PM25,11.0
6,2017-06-05,NO2,28.0
6,2017-06-05,CO_8h,0.6
6,2017-06-05,C6H6,
7,2017-06-05,PM10,
7,2017-06-05,NO2,
7,2017-06-05,O3,
8,2017-06-05,NO2,44.0
8,2017-06-05,CO_8h,0.6
8,2017-06-05,C6H6,0.5
1,2017-06-06,NO2,34.0
3,2017-06-06,NO2,104.0
3,2017-06-06,CO_8h,0.9
4,2017-06-06,NO2,67.0
4,2017-06-06,CO_8h,0.6
4,2017-06-06,C6H6,1.4
5,2017-06-06,NO2,35.0
5,2017-06-06,O3,85.0
2,2017-06-06,SO2,
2,2017-06-06,PM10,21.0
2,2017-06-06,PM25,13.0
2,2017-06-06,NO2,36.0
2,2017-06-06,O3,105.0
2,2017-06-06,C6H6,0.5
6,2017-06-06,PM10,20.0
6,2017-06-06,PM25,10.0
6,2017-06-06,NO2,65.0
6,2017-06-06,CO_8h,0.9
6,2017-06-06,C6H6,
7,2017-06-06,PM10,18.0
7,2017-06-06,NO2,39.0
7,2017-06-06,O3,74.0
8,2017-06-06,NO2,
8,2017-06-06,CO_8h,0.6
8,2017-06-06,C6H6,0.5
1,2017-06-07,NO2,38.0
3,2017-06-07,NO2,80.0
3,2017-06-07,CO_8h,0.9
4,2017-06-07,NO2,57.0
4,2017-06-07,CO_8h,0.7
4,2017-06-07,C6H6,1.5
5,2017-06-07,NO2,31.0
5,2017-06-07,O3,88.0
2,2017-06-07,SO2,2.5
2,2017-06-07,PM10,14.0
2,2017-06-07,PM25,9.0
2,2017-06-07,NO2,42.0
2,2017-06-07,O3,97.0
2,2017-06-07,C6H6,0.5
6,2017-06-07,PM10,24.0
6,2017-06-07,PM25,12.0
6,2017-06-07,NO2,65.0
6,2017-06-07,CO_8h,1.0
6,2017-06-07,C6H6,
7,2017-06-07,PM10,19.0
7,2017-06-07,NO2,45.0
7,2017-06-07,O3,59.0
8,2017-06-07,NO2,
8,2017-06-07,CO_8h,0.6
8,2017-06-07,C6H6,0.5
1,2017-06-08,NO2,49.0
3,2017-06-08,NO2,86.0
3,2017-06-08,CO_8h,0.8
4,2017-06-08,NO2,55.0
4,2017-06-08,CO_8h,0.6
4,2017-06-08,C6H6,1.4
5,2017-06-08,NO2,45.0
5,2017-06-08,O3,119.0
2,2017-06-08,SO2,2.5
2,2017-06-08,PM10,13.0
2,2017-06-08,PM25,10.0
2,2017-06-08,NO2,47.0
2,2017-06-08,O3,127.0
2,2017-06-08,C6H6,0.5
6,2017-06-08,PM10,11.0
6,2017-06-08,PM25,3.0
6,2017-06-08,NO2,64.0
6,2017-06-08,CO_8h,0.9
6,2017-06-08,C6H6,
7,2017-06-08,PM10,14.0
7,2017-06-08,NO2,49.0
7,2017-06-08,O3,98.0
8,2017-06-08,NO2,
8,2017-06-08,CO_8h,0.6
8,2017-06-08,C6H6,0.5
1,2017-06-09,NO2,33.0
3,2017-06-09,NO2,136.0
3,2017-06-09,CO_8h,0.7
4,2017-06-09,NO2,82.0
4,2017-06-09,CO_8h,0.7
4,2017-06-09,C6H6,1.7
5,2017-06-09,NO2,58.0
5,2017-06-09,O3,105.0
2,2017-06-09,SO2,2.5
2,2017-06-09,PM10,19.0
2,2017-06-09,PM25,13.0
2,2017-06-09,NO2,94.0
2,2017-06-09,O3,126.0
2,2017-06-09,C6H6,0.5
6,2017-06-09,PM10,
6,2017-06-09,PM25,8.0
6,2017-06-09,NO2,49.0
6,2017-06-09,CO_8h,0.8
6,2017-06-09,C6H6,
7,2017-06-09,PM10,21.0
7,2017-06-09,NO2,57.0
7,2017-06-09,O3,91.0
8,2017-06-09,NO2,
8,2017-06-09,CO_8h,0.7
8,2017-06-09,C6H6,0.5
1,2017-06-12,NO2,29.0
3,2017-06-12,NO2,150.0
3,2017-06-12,CO_8h,0.8
4,2017-06-12,NO2,69.0
4,2017-06-12,CO_8h,0.8
4,2017-06-12,C6H6,1.3
5,2017-06-12,NO2,47.0
5,2017-06-12,O3,170.0
2,2017-06-12,SO2,2.5
2,2017-06-12,PM10,
2,2017-06-12,PM25,
2,2017-06-12,NO2,41.0
2,2017-06-12,O3,184.0
2,2017-06-12,C6H6,0.5
6,2017-06-12,PM10,37.0
6,2017-06-12,PM25,25.0
6,2017-06-12,NO2,50.0
6,2017-06-12,CO_8h,0.8
6,2017-06-12,C6H6,
7,2017-06-12,PM10,36.0
7,2017-06-12,NO2,40.0
7,2017-06-12,O3,152.0
8,2017-06-12,NO2,
8,2017-06-12,CO_8h,0.7
8,2017-06-12,C6H6,0.5
1,2017-06-13,NO2,40.0
3,2017-06-13,NO2,93.0
3,2017-06-13,CO_8h,0.8
4,2017-06-13,NO2,77.0
4,2017-06-13,CO_8h,0.7
4,2017-06-13,C6H6,1.4
5,2017-06-13,NO2,62.0
5,2017-06-13,O3,176.0
2,2017-06-13,SO2,2.5
2,2017-06-13,PM10,
2,2017-06-13,PM25,
2,2017-06-13,NO2,61.0
2,2017-06-13,O3,177.0
2,2017-06-13,C6H6,0.5
6,2017-06-13,PM10,32.0
6,2017-06-13,PM25,18.0
6,2017-06-13,NO2,65.0
6,2017-06-13,CO_8h,0.9
6,2017-06-13,C6H6,
7,2017-06-13,PM10,
7,2017-06-13,NO2,57.0
7,2017-06-13,O3,148.0
8,2017-06-13,NO2,
8,2017-06-13,CO_8h,0.9
8,2017-06-13,C6H6,0.5
1,2017-06-14,NO2,49.0
3,2017-06-14,NO2,98.0
3,2017-06-14,CO_8h,0.7
4,2017-06-14,NO2,64.0
4,2017-06-14,CO_8h,0.9
4,2017-06-14,C6H6,1.6
5,2017-06-14,NO2,56.0
5,2017-06-14,O3,195.0
2,2017-06-14,SO2,2.5
2,2017-06-14,PM10,26.0
2,2017-06-14,PM25,19.0
2,2017-06-14,NO2,50.0
2,2017-06-14,O3,186.0
2,2017-06-14,C6H6,0.5
6,2017-06-14,PM10,30.0
6,2017-06-14,PM25,14.0
6,2017-06-14,NO2,73.0
6,2017-06-14,CO_8h,1.0
6,2017-06-14,C6H6,
7,2017-06-14,PM10,30.0
7,2017-06-14,NO2,
7,2017-06-14,O3,
8,2017-06-14,NO2,
8,2017-06-14,CO_8h,0.9
8,2017-06-14,C6H6,0.5
1,2017-06-15,NO2,55.0
3,2017-06-15,NO2,146.0
3,2017-06-15,CO_8h,0.8
4,2017-06-15,NO2,55.0
4,2017-06-15,CO_8h,0.7
4,2017-06-15,C6H6,1.2
5,2017-06-15,NO2,48.0
5,2017-06-15,O3,174.0
2,2017-06-15,SO2,2.5
2,2017-06-15,PM10,29.0
2,2017-06-15,PM25,21.0
2,2017-06-15,NO2,60.0
2,2017-06-15,O3,207.0
2,2017-06-15,C6H6,0.5
6,2017-06-15,PM10,35.0
6,2017-06-15,PM25,14.0
6,2017-06-15,NO2,79.0
6,2017-06-15,CO_8h,1.0
6,2017-06-15,C6H6,
7,2017-06-15,PM10,32.0
7,2017-06-15,NO2,57.0
7,2017-06-15,O3,176.0
8,2017-06-15,NO2,
8,2017-06-15,CO_8h,0.7
8,2017-06-15,C6H6,0.5
1,2017-06-16,NO2,24.0
3,2017-06-16,NO2,115.0
3,2017-06-16,CO_8h,0.9
4,2017-06-16,NO2,55.0
4,2017-06-16,CO_8h,0.8
4,2017-06-16,C6H6,1.7
5,2017-06-16,NO2,31.0
5,2017-06-16,O3,
2,2017-06-16,SO2,2.5
2,2017-06-16,PM10,24.0
2,2017-06-16,PM25,19.0
2,2017-06-16,NO2,38.0
2,2017-06-16,O3,155.0
2,2017-06-16,C6H6,0.5
6,2017-06-16,PM10,38.0
6,2017-06-16,PM25,23.0
6,2017-06-16,NO2,67.0
6,2017-06-16,CO_8h,1.1
6,2017-06-16,C6H6,
7,2017-06-16,PM10,
7,2017-06-16,NO2,46.0
7,2017-06-16,O3,112.0
8,2017-06-16,NO2,
8,2017-06-16,CO_8h,0.7
8,2017-06-16,C6H6,0.5
1,2017-06-19,NO2,23.0
3,2017-06-19,NO2,59.0
3,2017-06-19,CO_8h,0.7
4,2017-06-19,NO2,49.0
4,2017-06-19,CO_8h,0.6
4,2017-06-19,C6H6,1.1
5,2017-06-19,NO2,28.0
5,2017-06-19,O3,
2,2017-06-19,SO2,2.5
2,2017-06-19,PM10,15.0
2,2017-06-19,PM25,9.0
2,2017-06-19,NO2,23.0
2,2017-06-19,O3,146.0
2,2017-06-19,C6H6,0.5
6,2017-06-19,PM10,17.0
6,2017-06-19,PM25,5.0
6,2017-06-19,NO2,39.0
6,2017-06-19,CO_8h,0.8
6,2017-06-19,C6H6,
7,2017-06-19,PM10,24.0
7,2017-06-19,NO2,28.0
7,2017-06-19,O3,125.0
8,2017-06-19,NO2,50.0
8,2017-06-19,CO_8h,0.25
8,2017-06-19,C6H6,0.5
1,2017-06-20,NO2,43.0
3,2017-06-20,NO2,123.0
3,2017-06-20,CO_8h,0.7
4,2017-06-20,NO2,65.0
4,2017-06-20,CO_8h,0.7
4,2017-06-20,C6H6,1.3
5,2017-06-20,NO2,47.0
5,2017-06-20,O3,
2,2017-06-20,SO2,2.5
2,2017-06-20,PM10,19.0
2,2017-06-20,PM25,13.0
2,2017-06-20,NO2,51.0
2,2017-06-20,O3,157.0
2,2017-06-20,C6H6,0.5
6,2017-06-20,PM10,19.0
6,2017-06-20,PM25,7.0
6,2017-06-20,NO2,76.0
6,2017-06-20,CO_8h,0.8
6,2017-06-20,C6H6,
7,2017-06-20,PM10,17.0
7,2017-06-20,NO2,54.0
7,2017-06-20,O3,134.0
8,2017-06-20,NO2,119.0
8,2017-06-20,CO_8h,0.6
8,2017-06-20,C6H6,0.5
1,2017-06-21,NO2,53.0
3,2017-06-21,NO2,83.0
3,2017-06-21,CO_8h,0.7
4,2017-06-21,NO2,60.0
4,2017-06-21,CO_8h,0.7
4,2017-06-21,C6H6,1.2
5,2017-06-21,NO2,58.0
5,2017-06-21,O3,
2,2017-06-21,SO2,2.5
2,2017-06-21,PM10,24.0
2,2017-06-21,PM25,17.0
2,2017-06-21,NO2,53.0
2,2017-06-21,O3,179.0
2,2017-06-21,C6H6,0.5
6,2017-06-21,PM10,27.0
6,2017-06-21,PM25,12.0
6,2017-06-21,NO2,78.0
6,2017-06-21,CO_8h,0.9
6,2017-06-21,C6H6,
7,2017-06-21,PM10,
7,2017-06-21,NO2,65.0
7,2017-06-21,O3,145.0
8,2017-06-21,NO2,97.0
8,2017-06-21,CO_8h,0.6
8,2017-06-21,C6H6,0.5
1,2017-06-22,NO2,35.0
3,2017-06-22,NO2,78.0
3,2017-06-22,CO_8h,0.6
4,2017-06-22,NO2,42.0
4,2017-06-22,CO_8h,0.6
4,2017-06-22,C6H6,0.5
5,2017-06-22,NO2,31.0
5,2017-06-22,O3,176.0
2,2017-06-22,SO2,2.5
2,2017-06-22,PM10,20.0
2,2017-06-22,PM25,15.0
2,2017-06-22,NO2,33.0
2,2017-06-22,O3,177.0
2,2017-06-22,C6H6,0.5
6,2017-06-22,PM10,24.0
6,2017-06-22,PM25,6.0
6,2017-06-22,NO2,56.0
6,2017-06-22,CO_8h,0.8
6,2017-06-22,C6H6,
7,2017-06-22,PM10,24.0
7,2017-06-22,NO2,50.0
7,2017-06-22,O3,137.0
8,2017-06-22,NO2,89.0
8,2017-06-22,CO_8h,0.6
8,2017-06-22,C6H6,0.5
1,2017-06-23,NO2,66.0
3,2017-06-23,NO2,92.0
3,2017-06-23,CO_8h,0.7
4,2017-06-23,NO2,
4,2017-06-23,CO_8h,0.6
4,2017-06-23,C6H6,1.1
5,2017-06-23,NO2,46.0
5,2017-06-23,O3,185.0
2,2017-06-23,SO2,2.5
2,2017-06-23,PM10,27.0
2,2017-06-23,PM25,19.0
2,2017-06-23,NO2,55.0
2,2017-06-23,O3,183.0
2,2017-06-23,C6H6,0.5
6,2017-06-23,PM10,
6,2017-06-23,PM25,
6,2017-06-23,NO2,69.0
6,2017-06-23,CO_8h,0.7
6,2017-06-23,C6H6,
7,2017-06-23,PM10,29.0
7,2017-06-23,NO2,43.0
7,2017-06-23,O3,140.0
8,2017-06-23,NO2,87.0
8,2017-06-23,CO_8h,0.7
8,2017-06-23,C6H6,0.5
1,2017-06-26,NO2,26.0
3,2017-06-26,NO2,70.0
3,2017-06-26,CO_8h,0.7
4,2017-06-26,NO2,
4,2017-06-26,CO_8h,0.6
4,2017-06-26,C6H6,0.5
5,2017-06-26,NO2,22.0
5,2017-06-26,O3,111.0
2,2017-06-26,SO2,
2,2017-06-26,PM10,14.0
2,2017-06-26,PM25,11.0
2,2017-06-26,NO2,29.0
2,2017-06-26,O3,128.0
2,2017-06-26,C6H6,0.5
6,2017-06-26,PM10,25.0
6,2017-06-26,PM25,8.0
6,2017-06-26,NO2,38.0
6,2017-06-26,CO_8h,0.6
6,2017-06-26,C6H6,
7,2017-06-26,PM10,16.0
7,2017-06-26,NO2,27.0
7,2017-06-26,O3,92.0
8,2017-06-26,NO2,59.0
8,2017-06-26,CO_8h,0.6
8,2017-06-26,C6H6,0.5
1,2017-06-27,NO2,33.0
3,2017-06-27,NO2,77.0
3,2017-06-27,CO_8h,0.8
4,2017-06-27,NO2,
4,2017-06-27,CO_8h,0.8
4,2017-06-27,C6H6,1.6
5,2017-06-27,NO2,30.0
5,2017-06-27,O3,124.0
2,2017-06-27,SO2,2.5
2,2017-06-27,PM10,15.0
2,2017-06-27,PM25,11.0
2,2017-06-27,NO2,37.0
2,2017-06-27,O3,147.0
2,2017-06-27,C6H6,0.5
6,2017-06-27,PM10,21.0
6,2017-06-27,PM25,
6,2017-06-27,NO2,58.0
6,2017-06-27,CO_8h,0.7
6,2017-06-27,C6H6,
7,2017-06-27,PM10,21.0
7,2017-06-27,NO2,38.0
7,2017-06-27,O3,
8,2017-06-27,NO2,69.0
8,2017-06-27,CO_8h,0.7
